fid,ID,COD_SET_ZO,COD_QDR_ZO,COD_LOG_ZO,COD_CNDM_Z,COD_LOTE_Z,SGL_SUBP_E,SGL_DSTR_E,COD_TSTD_Z,IND_VRFC_E,IND_EXCL_I,SGL_ZONA_0,COD_PRMR_0,SGL_LNDR_0,COD_TIP_LE,COD_LEGC_0,ANO_LEGC_0,IND_ADCA_C,SGL_ZONA_1,COD_PRMR_1,SGL_LNDR_1,COD_TIP__1,COD_LEGC_1,ANO_LEGC_1,SGL_ZONA_2,COD_PRMR_2,SGL_LNDR_2,COD_TIP__2,COD_LEGC_2,ANO_LEGC_2,SGL_ZONA_3,COD_PRMR_3,SGL_LNDR_3,COD_TIP__3,COD_LEGC_3,ANO_LEGC_3,SGL_ZONA_4,COD_PRMR_4,SGL_LNDR_4,COD_TIP__4,COD_LEGC_4,ANO_LEGC_4,SGL_ZONA_5,COD_PRMR_5,SGL_LNDR_5,COD_TIP__5,COD_LEGC_5,ANO_LEGC_5,COD_AREA_C,COD_AREA_L,COD_END_LO,COD_NUM_PO,COD_SIT,VALOR_MET_,VALOR_ME_1,NUM_PAV,SGL_ZON_UR,ANO_CONST,IND_EXCL_O,TXT_OBS_01,TXT_OBS_02,NOME_CID_E,NOME_EST_E,NOME_PAIS_,REG_LIM_AD,COD_QUAD,COD_ANO,COND,Lat_Y_,Long_X_
"10285","117165055336000042","117","165","0553","00","0042",SB,SA,"1",S,S,ZEIS-1,"0","0",,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","45","125",RUA CRISTOVAO JAQUES,"458","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","0",,
"10286","109165054925000019","109","165","0549","00","0019",JT,TR,"1",S,S,ZMa,"0","0",,"0","0",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","284","150",RUA RODRIGO CARO,"5","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","0",,
"10287","109165054925000018","109","165","0549","00","0018",JT,TR,"1",S,S,ZMa,"0","0",,"0","0",S,QA,"12",,L,"16402","2016",MA,"5",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","249","151",RUA RODRIGO CARO,"19","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","0",,
"10288","113597054640050000","113","597","0546","05","0000",PE,AAL,"2",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","1526","414",RUA CRATEUS,"169","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","1",,
"10289","041179054550040000","041","179","0545","04","0000",VM,MOE,"1",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","1500",AVENIDA COTOVIA,"737","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL/SUDESTE,SEGUNDO QUADRIMESTRE,"2021","1",,
"10290","070044052825030000","070","044","0528","03","0000",ST,TUC,"1",S,S,ZC,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","1574","450",RUA DR NELSON DA VEIGA,"139","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","1",,
"10291","113467052663050000","113","467","0526","05","0000",PE,AAL,"1",S,S,ZEIS-5,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","189","240",RUA DOS CONTINENTES,"163","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","1",,
"10292","059067051438010000","059","067","0514","01","0000",PE,PEN,"1",S,S,ZC,"0",,,"0","0",S,QA,"2",,,"0","0",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","372","231",Rua Cochinu,"98","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","1",,
"10293","113257051004000104","113","257","0510","00","0104",PE,VM,"1",S,S,ZM,"0","0",,"0","0",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","87","83",RUA CLEVELANDIA,"414","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","0",,
"10294","071137050890000287","071","137","0508","00","0287",ST,MAN,"1",S,S,ZM,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","185","154",RUA GREGORIO LOPES,"179","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","0",,
"10295","071137050890000286","071","137","0508","00","0286",ST,MAN,"1",S,S,ZM,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","169","151",RUA GREGORIO LOPES,"177","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","0",,
"10296","071137050890000289","071","137","0508","00","0289",ST,MAN,"1",S,S,ZM,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","186","157",RUA GREGORIO LOPES,"187","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","0",,
"10297","071137050890000288","071","137","0508","00","0288",ST,MAN,"1",S,S,ZM,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","203","152",RUA GREGORIO LOPES,"183","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","0",,
"10298","071137050890000283","071","137","0508","00","0283",ST,MAN,"1",S,S,ZM,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","202",RUA GREGORIO LOPES,"161","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","0",,
"10299","071137050890000285","071","137","0508","00","0285",ST,MAN,"1",S,S,ZM,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","169","149",RUA GREGORIO LOPES,"173","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","0",,
"10300","071137050890000284","071","137","0508","00","0284",ST,MAN,"1",S,S,ZM,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","173","152",RUA GREGORIO LOPES,"171","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","0",,
"10301","055223048453020000","055","223","0484","02","0000",AR,VFO,"1",S,S,ZEU,"0",,D,"61403","2022",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","1450","501",Rua Chagu,"227","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","1",,
"10302","112486048020000040","112","486","0480","00","0040",MP,SM,"1",S,S,ZC,"0","0",,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","72","69",RUA ENGENHEIRO CESAR POLILO,"272","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"10303","112486048020000039","112","486","0480","00","0039",MP,SM,"2",S,S,ZC,"0","0",,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","83","102",RUA ENGENHEIRO CESAR POLILO,"280","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","0",,
"10304","114017046906030000","114","017","0469","03","0000",MP,SMI,"1",S,S,ZM,"0",,L,"16402","2016",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","1095","1125",RUA CECILIA ITER,"185","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","1",,
"10305","100094046540000052","100","094","0465","00","0052",VP,VP,"3",S,S,ZM,"0","0",,"0","0",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","4663","2520",RUA CAVOUR,"708","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","0",,
"10306","068049045942000074","068","049","0459","00","0074",MG,VMD,"1",S,S,ZC,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","119","100",RUA CATAPARA,"56","1","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","0",,
"10307","068049045942000073","068","049","0459","00","0073",MG,VMD,"1",S,S,ZC,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","90","93",RUA VIRGINIA PORTO,"172","1","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","0",,
"10308","068049045942000075","068","049","0459","00","0075",MG,VMD,"1",S,S,ZC,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","121","101",RUA CATAPARA,"52","1","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","0",,
"10310","014037045268190000","014","037","0452","19","0000",PI,JDP,"1",S,S,ZM,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","2836","532",ALAMEDA CASA BRANCA,"1100","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2021","1",,
"10311","055305045020000024","055","305","0450","00","0024",AR,CAR,"2",S,S,ZC,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","1281","954",AVENIDA CONS CARRAO,"2501","1","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","0",,
"10312","038083044008020000","038","083","0440","02","0000",VM,VMN,"1",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","2645","412",RUA CARLOS PETIT,"161","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL/SUDESTE,SEGUNDO QUADRIMESTRE,"2021","1",,
"10313","110080043303000018","110","080","0433","00","0018",PE,CN,"1",S,S,ZM,"0","0",,"0","0",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","281","183",RUA PROFESSOR CARLOS DA SILVEIRA,"292","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","0",,
"10314","110080043303000017","110","080","0433","00","0017",PE,CN,"2",S,S,ZM,"0","0",,"0","0",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","381","215",RUA PROFESSOR CARLOS DA SILVEIRA,"648","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","0",,
"10315","068143042870000099","068","143","0428","00","0099",ST,TUC,"1",S,S,ZM,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","173","200",RUA CARLOPOLIS,"12","1","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","0",,
"10316","068143042870000100","068","143","0428","00","0100",ST,TUC,"1",S,S,ZM,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","190","200",RUA CARLOPOLIS,"12","1","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","0",,
"10317","113022041505020000","113","022","0415","02","0000",PE,VMT,"1",S,S,ZEU,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","1518","450",RUA CANTO DO BURITI,"42","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","1",,
"10318","055242040789040000","055","242","0407","04","0000",AR,VFO,"3",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","9794","2190",Praca Canarias,"128","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","1",,
"10319","044169040509000112","044","169","0405","00","0112",VP,VPR,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","82","81",RUA CAMPOS NOVOS,"509","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","0",,
"10320","044169040509000114","044","169","0405","00","0114",VP,VPR,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","82","81",RUA CAMPOS NOVOS,"529","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","0",,
"10321","044169040509000113","044","169","0405","00","0113",VP,VPR,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","82","81",RUA CAMPOS NOVOS,"519","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","0",,
"10322","044169040509000115","044","169","0405","00","0115",VP,VPR,"2",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","98","105",RUA CAMPOS NOVOS,"539","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","0",,
"10323","031043040142010000","031","043","0401","01","0000",MO,MOO,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","521","214",RUA DOS CAMPINHEIROS,"849","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","1",,
"10324","009061040037020000","009","061","0400","02","0000",PI,JDP,"3",S,S,ZEU,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","9548","1637",ALAMEDA CAMPINAS,"600","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NOROESTE,SEGUNDO QUADRIMESTRE,"2021","1",,
"10325","119152039934000027","119","152","0399","00","0027",IP,SA,"1",S,S,ZM,"0","0",,"0","0",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","164","100",RUA COLOMBO FLORENCE,"459","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL/SUDESTE,SEGUNDO QUADRIMESTRE,"2021","0",,
"10326","113479038954000045","113","479","0389","00","0045",PE,AAL,"1",S,S,ZM,"0","0",,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","178","127",RUA CAJUPIRANGA,"461","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","0",,
"10327","113479038954000046","113","479","0389","00","0046",PE,AAL,"1",S,S,ZM,"0","0",,"0","0",S,QA,"9",,L,"16402","2016",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","178","127",RUA CAJUPIRANGA,"467","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","0",,
"10328","006011038741070000","006","011","0387","07","0000",SE,CON,"2",S,S,ZC,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"18",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","30204","2429",RUA CAIO PRADO,"275","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,CENTRO,SEGUNDO QUADRIMESTRE,"2021","1",,
"10329","006001038741060000","006","001","0387","06","0000",SE,CON,"2",S,S,ZEIS-1,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"18",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","20201","1512",RUA CAIO PRADO,"1035","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,CENTRO,SEGUNDO QUADRIMESTRE,"2021","1",,
"10330","076083037710010000","076","083","0377","01","0000",FO,FRE,"2",S,S,ZEU,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","29902","3790",AVENIDA INAJAR DE SOUZA,"1137","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,NORTE,SEGUNDO QUADRIMESTRE,"2021","1",,
"10331","020061036749160000","020","061","0367","16","0000",SE,SCE,"1",S,S,ZEU,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","12756","1500",RUA CONSELHEIRO BROTERO,"860","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,CENTRO,SEGUNDO QUADRIMESTRE,"2021","1",,
"10332","046176036501000022","046","176","0365","00","0022",IP,CUR,"1",S,S,ZEU,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","142","80",RUA BRENO FERRAZ DO AMARAL,"60","1","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL/SUDESTE,SEGUNDO QUADRIMESTRE,"2021","0",,
"10333","046176036501000021","046","176","0365","00","0021",IP,CUR,"1",S,S,ZEU,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","142","80",RUA BRENO FERRAZ DO AMARAL,"62","1","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL/SUDESTE,SEGUNDO QUADRIMESTRE,"2021","0",,
"10334","046218036501000275","046","218","0365","00","0275",IP,CUR,"2",S,S,ZEU,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","3092",RUA BRENO FERRAZ DO AMARAL,"1320","1","0","0",,U,,,LOTE COM NUMERO APROXIMADO.,,SAO PAULO,SAO PAULO,BRASIL,SUL/SUDESTE,SEGUNDO QUADRIMESTRE,"2021","0",,
"10335","121074034908000081","121","074","0349","00","0081",SA,CG,"1",S,S,ZM,"0","0",,"0","0",S,QA,"7",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","98","150",RUA BORBA PEREIRA,"255","1","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL/SUDESTE,SEGUNDO QUADRIMESTRE,"2021","0",,
"10336","121074034908000080","121","074","0349","00","0080",SA,CG,"1",S,S,ZM,"0","0",,"0","0",S,QA,"7",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","98","150",RUA BORBA PEREIRA,"251","1","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,SUL/SUDESTE,SEGUNDO QUADRIMESTRE,"2021","0",,
"10337","052344034479000057","052","344","0344","00","0057",MO,ARA,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","202","140",RUA BOM JESUS,"1014","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","0",,
"10338","052344034479000056","052","344","0344","00","0056",MO,ARA,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","202","140",RUA BOM JESUS,"1018","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","0",,
"10339","110327034428010000","110","327","0344","01","0000",EM,PRA,"1",S,S,ZC,"0",,L,"16402","2016",S,QA,"2",,L,"16402","2016",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","710","223",RUA DOS BOLIVIANOS,"671","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,LESTE 2,SEGUNDO QUADRIMESTRE,"2021","1",,
"10340","119349034240000570","119","349","0342","00","0570",IP,SA,"1",S,S,ZPI-1,"0","0",,"0","0",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","2818","5250",RUA BOGAERT,"200","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL/SUDESTE,SEGUNDO QUADRIMESTRE,"2021","0",,
"10341","119349034240000569","119","349","0342","00","0569",IP,SA,"1",S,S,ZPI-1,"0","0",,"0","0",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","4750",RUA BOGAERT,"240","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,BRASIL,SUL/SUDESTE,SEGUNDO QUADRIMESTRE,"2021","0",,
"10342","113332033723000092","113","332","0337","00","0092",PE,PE,"1",S,S,ZEIS-3,"0","0",,"0","0",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","64","72",RUA WADIH HATTI,"169","1","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","0",,
"10343","113332033723000095","113","332","0337","00","0095",PE,PE,"1",S,S,ZEIS-3,"0","0",,"0","0",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","64","72",RUA WADIH HATTI,"181","1","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","0",,
"10344","113332033723000093","113","332","0337","00","0093",PE,PE,"1",S,S,ZEIS-3,"0","0",,"0","0",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","64","72",RUA WADIH HATTI,"173","1","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","0",,
"10345","113332033723000097","113","332","0337","00","0097",PE,PE,"1",S,S,ZEIS-3,"0","0",,"0","0",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","64","72",RUA WADIH HATTI,"189","1","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","0",,
"10346","113332033723000096","113","332","0337","00","0096",PE,PE,"1",S,S,ZEIS-3,"0","0",,"0","0",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","64","72",RUA WADIH HATTI,"185","1","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","0",,
"10347","113332033723000099","113","332","0337","00","0099",PE,PE,"1",S,S,ZEIS-3,"0","0",,"0","0",S,QA,"6",,L,"16402","2016",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","64","72",RUA WADIH HATTI,"197","1","0","0",,U,,,LOTE SEM GEOMETRIA NO GEOSAMPA.,,SAO PAULO,SAO PAULO,BRASIL,LESTE 1,SEGUNDO QUADRIMESTRE,"2021","0",,
