fid,ID,COD_SET_ZO,COD_QDR_ZO,COD_LOG_ZO,COD_CNDM_Z,COD_LOTE_Z,SGL_SUBP_E,SGL_DSTR_E,COD_TSTD_Z,IND_VRFC_E,IND_EXCL_I,SGL_ZONA_0,COD_PRMR_0,SGL_LNDR_0,COD_TIP_LE,COD_LEGC_0,ANO_LEGC_0,IND_ADCA_C,SGL_ZONA_1,COD_PRMR_1,SGL_LNDR_1,COD_TIP__1,COD_LEGC_1,ANO_LEGC_1,SGL_ZONA_2,COD_PRMR_2,SGL_LNDR_2,COD_TIP__2,COD_LEGC_2,ANO_LEGC_2,SGL_ZONA_3,COD_PRMR_3,SGL_LNDR_3,COD_TIP__3,COD_LEGC_3,ANO_LEGC_3,SGL_ZONA_4,COD_PRMR_4,SGL_LNDR_4,COD_TIP__4,COD_LEGC_4,ANO_LEGC_4,SGL_ZONA_5,COD_PRMR_5,SGL_LNDR_5,COD_TIP__5,COD_LEGC_5,ANO_LEGC_5,COD_AREA_C,COD_AREA_L,COD_END_LO,COD_NUM_PO,COD_SIT,VALOR_MET_,VALOR_ME_1,NUM_PAV,SGL_ZON_UR,ANO_CONST,IND_EXCL_O,TXT_OBS_01,TXT_OBS_02,NOME_CID_E,NOME_EST_E,NOME_PAIS_,REG_LIM_AD,COD_QUAD,COD_ANO,COND,Lat_Y_,Long_X_
"5807","245218456225000001","245","218","456225","00","0001",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","1522",RUA FRANCISCO PAWLIK,"48","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5808","245215456314000033","245","215","456314","00","0033",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","129",RUA JOSE MARTINEZ,"226","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5809","245204456250000022","245","204","456250","00","0022",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","129",RUA EMILIO ANGELINO,"68","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5810","245237456098000010","245","237","456098","00","0010",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","130",RUA EDUARDO MOURA,"74","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5811","245228456128000013","245","228","456128","00","0013",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","77","77",RUA ENRICO BURZARCCHIELLO,"75","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5812","245213456357000013","245","213","456357","00","0013",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","45","134",RUA TERESA MARIA CARINI,"11","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5813","245217456080000045","245","217","456080","00","0045",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","130",RUA MARIO SOBRAL,"153","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5814","245203456250000005","245","203","456250","00","0005",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","88","133",RUA EMILIO ANGELINO,"93","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5815","245203456268000023","245","203","456268","00","0023",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","130","135",RUA LOURENCO BENACCI,"104","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5816","245216456314000070","245","216","456314","00","0070",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","230","136",RUA JOSE MARTINEZ,"45","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5817","245211456349000014","245","211","456349","00","0014",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","90","137",RUA AUGUSTO ALTRO,"38","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5818","245221456209000006","245","221","456209","00","0006",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","80","133",RUA JULIO GUZZO,"40","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5819","245221456071000035","245","221","456071","00","0035",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","73","131",RUA EDMUNDO ORIOLI,"186","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5820","245201456306000023","245","201","456306","00","0023",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","135",RUA PAULO BADI,"53","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5821","245231473693000006","245","231","473693","00","0006",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","133",RUA FERNANDO BONDAD,"19","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5822","245229456101000002","245","229","456101","00","0002",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","175",RUA CARLOS DIAS,"14","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5823","245216456314000044","245","216","456314","00","0044",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","137",RUA JOSE MARTINEZ,"217","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5824","245201456306000020","245","201","456306","00","0020",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","120","136",RUA PAULO BADI,"33","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5825","245205456241000024","245","205","456241","00","0024",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","108","129",RUA SALVADOR GILARDI,"36","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5826","245227456128000004","245","227","456128","00","0004",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","220","130",RUA ENRICO BURZARCCHIELLO,"34","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5827","245216456314000053","245","216","456314","00","0053",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","60","140",RUA JOSE MARTINEZ,"157","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5828","245216456080000005","245","216","456080","00","0005",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","130",RUA MARIO SOBRAL,"32","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5829","245217456080000055","245","217","456080","00","0055",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","130",RUA MARIO SOBRAL,"79","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5830","245227456128000009","245","227","456128","00","0009",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","93","130",RUA ENRICO BURZARCCHIELLO,"66","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5831","245215456292000083","245","215","456292","00","0083",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","139",RUA ACHILLE STEFANI,"21","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5832","245236456063000015","245","236","456063","00","0015",CT,CTI,"2",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","87","109",RUA GONCALVES NINA,"48","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5833","245205473723000008","245","205","473723","00","0008",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","140","129",RUA NENO VASCO,"41","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5834","245202456292000036","245","202","456292","00","0036",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","115",RUA ACHILLE STEFANI,"2","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5835","245204456241000011","245","204","456241","00","0011",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","140","132",RUA SALVADOR GILARDI,"29","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5836","245223456195000012","245","223","456195","00","0012",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","133",RUA SILVERIO FONTES,"45","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5837","245201456306000019","245","201","456306","00","0019",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","170","127",RUA PAULO BADI,"27","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5838","245221456209000017","245","221","456209","00","0017",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","110","125",RUA JULIO GUZZO,"112","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5839","245217456080000049","245","217","456080","00","0049",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","83","128",RUA MARIO SOBRAL,"125","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5840","245227456128000003","245","227","456128","00","0003",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","130",RUA ENRICO BURZARCCHIELLO,"26","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5841","245217456225000031","245","217","456225","00","0031",CT,CTI,"2",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","400","572",RUA FRANCISCO PAWLIK,"212","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5842","245217456080000039","245","217","456080","00","0039",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","230","131",RUA MARIO SOBRAL,"195","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5843","245229456101000003","245","229","456101","00","0003",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","129",RUA CARLOS DIAS,"26","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5844","245229456110000017","245","229","456110","00","0017",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","69","135",RUA GASTAO VALENTIM ANTUNES,"59","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5845","245215456292000054","245","215","456292","00","0054",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","110","134",RUA ACHILLE STEFANI,"217","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5846","245203456250000002","245","203","456250","00","0002",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","220","131",RUA EMILIO ANGELINO,"113","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5847","245205473723000002","245","205","473723","00","0002",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","93","133",RUA NENO VASCO,"81","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5848","245221456071000030","245","221","456071","00","0030",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","136",RUA EDMUNDO ORIOLI,"152","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5849","245221456209000011","245","221","456209","00","0011",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","130",RUA JULIO GUZZO,"72","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5850","245206456233000005","245","206","456233","00","0005",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","75","129",RUA CARLOS LAINO JUNIOR,"35","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5851","245230473693000014","245","230","473693","00","0014",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","103","135",RUA FERNANDO BONDAD,"38","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5852","245226456144000021","245","226","456144","00","0021",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","210","131",RUA MANOEL RIOS,"25","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5853","245207456233000004","245","207","456233","00","0004",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","54","58",RUA CARLOS LAINO JUNIOR,"22","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5854","245213456357000012","245","213","456357","00","0012",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","133",RUA TERESA MARIA CARINI,"17","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5855","245230473707000009","245","230","473707","00","0009",CT,CTI,"2",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","170","147",RUA RAFAEL REGISTRO,"15","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5856","245209456322000006","245","209","456322","00","0006",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","250","133",RUA CARLOS DELOCCO,"30","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5857","245217456225000003","245","217","456225","00","0003",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","230","135",RUA FRANCISCO PAWLIK,"22","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5858","245203456250000007","245","203","456250","00","0007",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","200","131",RUA EMILIO ANGELINO,"79","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5859","245216456080000029","245","216","456080","00","0029",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","134",RUA MARIO SOBRAL,"190","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5860","245217456080000059","245","217","456080","00","0059",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","134",RUA MARIO SOBRAL,"53","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5861","245207456233000007","245","207","456233","00","0007",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","50","96",RUA CARLOS LAINO JUNIOR,"14","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5862","245226456144000015","245","226","456144","00","0015",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","70","128",RUA MANOEL RIOS,"65","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5863","245212456349000003","245","212","456349","00","0003",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","130","127",RUA AUGUSTO ALTRO,"57","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5864","245227456136000021","245","227","456136","00","0021",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","130","137",RUA MANUEL PERDIGAO,"33","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5865","245229456110000024","245","229","456110","00","0024",CT,CTI,"2",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","60","152",RUA GASTAO VALENTIM ANTUNES,"13","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5866","245213456365000018","245","213","456365","00","0018",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","130","132",RUA PALMIRO GRASSINI,"30","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5867","245226456136000006","245","226","456136","00","0006",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","100","137",RUA MANUEL PERDIGAO,"46","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5868","245215456292000073","245","215","456292","00","0073",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","134",RUA ACHILLE STEFANI,"87","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5869","245226456144000013","245","226","456144","00","0013",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","60","135",RUA MANOEL RIOS,"79","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5870","245216456314000040","245","216","456314","00","0040",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","130","133",RUA JOSE MARTINEZ,"245","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
"5871","245227456136000016","245","227","456136","00","0016",CT,CTI,"1",S,S,"99","0",,L,"16402","2016",S,QA,"99",,L,"16402","2016",MA,"99",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","123","132",RUA MANUEL PERDIGAO,"65","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,PRIMEIRO QUADRIMESTR,"2021","0",,
