fid,ID,COD_SET_ZO,COD_QDR_ZO,COD_LOG_ZO,COD_CNDM_Z,COD_LOTE_Z,SGL_SUBP_E,SGL_DSTR_E,COD_TSTD_Z,IND_VRFC_E,IND_EXCL_I,SGL_ZONA_0,COD_PRMR_0,SGL_LNDR_0,COD_TIP_LE,COD_LEGC_0,ANO_LEGC_0,IND_ADCA_C,SGL_ZONA_1,COD_PRMR_1,SGL_LNDR_1,COD_TIP__1,COD_LEGC_1,ANO_LEGC_1,SGL_ZONA_2,COD_PRMR_2,SGL_LNDR_2,COD_TIP__2,COD_LEGC_2,ANO_LEGC_2,SGL_ZONA_3,COD_PRMR_3,SGL_LNDR_3,COD_TIP__3,COD_LEGC_3,ANO_LEGC_3,SGL_ZONA_4,COD_PRMR_4,SGL_LNDR_4,COD_TIP__4,COD_LEGC_4,ANO_LEGC_4,SGL_ZONA_5,COD_PRMR_5,SGL_LNDR_5,COD_TIP__5,COD_LEGC_5,ANO_LEGC_5,COD_AREA_C,COD_AREA_L,COD_END_LO,COD_NUM_PO,COD_SIT,VALOR_MET_,VALOR_ME_1,NUM_PAV,SGL_ZON_UR,ANO_CONST,IND_EXCL_O,TXT_OBS_01,TXT_OBS_02,NOME_CID_E,NOME_EST_E,NOME_PAIS_,REG_LIM_AD,COD_QUAD,COD_ANO,COND,Lat_Y_,Long_X_
"13226","058090289280000275","058","090","289280","00","0275",PE,VMT,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","117","69",PC DOM DUARTE LEOPOLDO,"73","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,NORTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13227","058090289280000272","058","090","289280","00","0272",PE,VMT,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","112","70",PC DOM DUARTE LEOPOLDO,"59","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,NORTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13228","058090289280000273","058","090","289280","00","0273",PE,VMT,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","112","69",PC DOM DUARTE LEOPOLDO,"65","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,NORTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13229","058090289280000271","058","090","289280","00","0271",PE,VMT,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","107","69",PC DOM DUARTE LEOPOLDO,"55","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,NORTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13230","069063156302000045","069","063","156302","00","0045",ST,STN,"1",S,S,ZEU,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","323","521",AV AGUAS DE SAO PEDRO,"412","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,NORTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13231","072151157520000039","072","151","157520","00","0039",ST,STN,"1",S,S,ZC,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","69","70",RUA DR PAULO GATTI,"42","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,NORTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13232","069063156302000044","069","063","156302","00","0044",ST,STN,"1",S,S,ZEU,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","99","415",AV AGUAS DE SAO PEDRO,"408","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,NORTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13233","116426102130000084","116","426","102130","00","0084",AR,CAR,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","109","88",RUA JOAO CORDEIRO,"519","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,NORTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13234","068496024589000040","068","496","024589","00","0040",MG,VMD,"2",S,S,ZC,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","111","250",RUA ATALIBA VIEIRA,"555","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,NORTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13235","070229161039000046","070","229","161039","00","0046",ST,TUC,"1",S,S,ZM,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","98","80",RUA MANUEL QUERINO,"59","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,NORTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13236","068047200859000150","068","047","200859","00","0150",MG,VGL,"1",S,S,ZC,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","150","132",TV VERSOS DE UM VIAJANTE,"9","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,NORTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13237","060004135356000046","060","004","135356","00","0046",PE,CNG,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","190","95",RUA MARIQUITA ARTACHO,"492","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,NORTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13238","070229161039000047","070","229","161039","00","0047",ST,TUC,"1",S,S,ZM,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","98","80",RUA MANUEL QUERINO,"61","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,NORTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13239","060004135356000045","060","004","135356","00","0045",PE,CNG,"1",S,S,ZEIS-1,"0",,,"0","0",S,QA,"2",,,"0","0",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","190","95",RUA MARIQUITA ARTACHO,"496","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,NORTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13240","072118006432000114","072","118","006432","00","0114",ST,STN,"1",S,S,ZM,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","144","96",RUA ALEXANDRE NANINNI,"75","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,NORTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13241","072118006432000115","072","118","006432","00","0115",ST,STN,"1",S,S,ZM,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","144","96",RUA ALEXANDRE NANINNI,"69","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,NORTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13242","058090289280000274","058","090","289280","00","0274",PE,VMT,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","115","70",PC DOM DUARTE LEOPOLDO,"69","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,NORTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13243","059077222127000401","059","077","222127","00","0401",PE,PEN,"1",S,S,ZC,"0",,,"0","0",S,QA,"2",,,"0","0",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","143","74",RUA DR FRANCISCO PAUO MAGALDI,"45","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,NORTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13244","059077222127000402","059","077","222127","00","0402",PE,PEN,"1",S,S,ZC,"0",,,"0","0",S,QA,"2",,,"0","0",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","142","71",RUA DR FRANCISCO PAUO MAGALDI,"49","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,NORTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13245","072118006432000116","072","118","006432","00","0116",ST,STN,"1",S,S,ZM,"0",,,"0","0",S,QA,"8",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","144","96",RUA ALEXANDRE NANINNI,"63","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,NORTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13246","114127207365010000","114","127","207365","01","0000",IQ,ITQ,"2",S,S,ZEIS-2,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","3121",RUA LAGOA DO CAMPELO,"52","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,TERCEIRO QUADRIMESTRE,"2020","1",,
"13247","114268073440040000","114","268","073440","04","0000",IQ,ITQ,"3",S,S,ZEUP,"0",,,"0","0",S,QA,"2",,,"0","0",MA,"14",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0","0","450",RUA FRANCISCO ALARICO BERGAMO,"956","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,TERCEIRO QUADRIMESTRE,"2020","1",,
"13248","111513144630000123","111","513","144630","00","0123",EM,ERM,"1",S,S,ZM,"0",,,"0","0",S,QA,"2",,,"0","0",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","700","817",RUA NELIO BATISTA GUIMARAES,"297","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,TERCEIRO QUADRIMESTRE,"2020","0",,
"13249","114174000965000097","114","174","000965","00","0097",IQ,CLD,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","83","107",RUA ACAIACA,"424","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,TERCEIRO QUADRIMESTRE,"2020","0",,
"13250","114127207365020000","114","127","207365","02","0000",IQ,ITQ,"2",S,S,ZEIS-2,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","3379",RUA LAGOA DO CAMPELO,"66","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,TERCEIRO QUADRIMESTRE,"2020","1",,
"13251","114174000965000099","114","174","000965","00","0099",IQ,CLD,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","83","107",RUA ACAIACA,"428","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,TERCEIRO QUADRIMESTRE,"2020","0",,
"13252","114174000965000098","114","174","000965","00","0098",IQ,CLD,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","83","107",RUA ACAIACA,"426","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,TERCEIRO QUADRIMESTRE,"2020","0",,
"13253","131122238635000103","131","122","238635","00","0103",EM,ERM,"1",S,S,ZEIS-3,"0",,,"0","0",S,QA,"2",,,"0","0",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","110","84",RUA GAMBARRA,"12","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,TERCEIRO QUADRIMESTRE,"2020","0",,
"13254","131122238635000104","131","122","238635","00","0104",EM,ERM,"1",S,S,ZEIS-3,"0",,,"0","0",S,QA,"2",,,"0","0",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","140","84",RUA GAMBARRA,"10","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,TERCEIRO QUADRIMESTRE,"2020","0",,
"13255","111112219843020000","111","112","219843","02","0000",EM,PRA,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","247",RUA SARGENTO DJALMA EVANGELISTA,"116","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,TERCEIRO QUADRIMESTRE,"2020","1",,
"13256","112303182095010000","112","303","182095","01","0000",MP,VJA,"1",S,S,ZC,"0",,,"0","0",S,QA,"2",,,"0","0",MA,"8",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0","0","300",RUA SILVEIRA NOBREGA,"103","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,TERCEIRO QUADRIMESTRE,"2020","1",,
"13257","114258098060010000","114","258","098060","01","0000",IQ,ITQ,"3",S,S,ZEUP,"0",,,"0","0",S,QA,"2",,,"0","0",MA,"14",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0","0","9982",AV PIRES DO RIO,"4615","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,TERCEIRO QUADRIMESTRE,"2020","1",,
"13258","111310018805030000","111","310","018805","03","0000",EM,ERM,"1",S,S,ZM,"0",,,"0","0",S,QA,"2",,,"0","0",MA,"8",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","555",RUA ANTONIO TERTULIANO,"424","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,TERCEIRO QUADRIMESTRE,"2020","1",,
"13259","112462001821000036","112","462","001821","00","0036",MP,SMI,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","180","92",RUA ADELINA SILVESTRE,"14","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,TERCEIRO QUADRIMESTRE,"2020","0",,
"13260","112462001821000037","112","462","001821","00","0037",MP,SMI,"2",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","142","92",RUA ADELINA SILVESTRE,"10","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,TERCEIRO QUADRIMESTRE,"2020","0",,
"13261","114394181226020000","114","394","181226","02","0000",IQ,ITQ,"1",S,S,ZEUP,"0",,,"0","0",S,QA,"2",,,"0","0",MA,"14",,L,"16050","2014",PI,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0","0","1180",RUA BARRA DE GUABIRABA,"22","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,TERCEIRO QUADRIMESTRE,"2020","1",,
"13262","112545131709010000","112","545","131709","01","0000",MP,SMI,"1",S,S,ZM,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","203",RUA MARIA BRANCA,"461","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,TERCEIRO QUADRIMESTRE,"2020","1",,
"13263","111035007170000049","111","035","007170","00","0049",EM,PRA,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","126","84",RUA ALFREDO PINTO,"46","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,TERCEIRO QUADRIMESTRE,"2020","0",,
"13264","111035007170000051","111","035","007170","00","0051",EM,PRA,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","126","84",RUA ALFREDO PINTO,"38","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,TERCEIRO QUADRIMESTRE,"2020","0",,
"13265","111035007170000050","111","035","007170","00","0050",EM,PRA,"1",S,S,ZM,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","126","84",RUA ALFREDO PINTO,"42","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,LESTE 2,TERCEIRO QUADRIMESTRE,"2020","0",,
"13266","034037157678010000","034","037","157678","01","0000",SE,LIB,"2",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","1852",R PAULO OROZIMBO,"530","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,CENTRO,TERCEIRO QUADRIMESTRE,"2020","1",,
"13267","014055154296020000","014","055","154296","02","0000",PI,JDP,"3",S,S,ZEU,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","1783",R PARAGUAI,"64","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,SUL-SUDESTE,TERCEIRO QUADRIMESTRE,"2020","1",,
"13268","016103105562030000","016","103","105562","03","0000",PI,IBI,E,S,S,ZC,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","1000",R DR RENATO PAES DE BARROS,"618","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,SUL-SUDESTE,TERCEIRO QUADRIMESTRE,"2020","1",,
"13269","083102067695040000","083","102","067695","04","0000",PI,PIN,"1",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"12",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","1171",R EUGENIO DE MEDEIROS,"292","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,SUL-SUDESTE,TERCEIRO QUADRIMESTRE,"2020","1",,
"13270","007072170003020000","007","072","170003","02","0000",SE,CON,,S,S,ZC,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"18",,L,"16050","2014",ZEPEC,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","1366",AV ANGELICA,"1173","1","0","0",,U,,S,ZEPEC-BIR,,SAO PAULO,SAO PAULO,,CENTRO,TERCEIRO QUADRIMESTRE,"2020","1",,
"13271","007043136220010000","007","043","136220","01","0000",SE,CON,,S,S,ZC,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","782",R MARTINICO PRADO 471 E 481,"471","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,CENTRO,TERCEIRO QUADRIMESTRE,"2020","1",,
"13272","016066185400090000","016","066","185400","09","0000",PI,JDP,"1",S,S,ZEU,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","1230",R SUSANO,"100","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,SUL-SUDESTE,TERCEIRO QUADRIMESTRE,"2020","1",,
"13273","081133166863110000","081","133","166863","11","0000",PI,PIN,"3",S,S,ZM,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","1271",R PURPURINA,"396","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,SUL-SUDESTE,TERCEIRO QUADRIMESTRE,"2020","1",,
"13274","009046156566070000","009","046","156566","07","0000",PI,JDP,"2",S,S,ZEU,"0",,,"0","0",S,QA,"5",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","2204",AV PAULISTA,"1063","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,SUL-SUDESTE,TERCEIRO QUADRIMESTRE,"2020","1",,
"13275","085449147800000068","085","449","147800","00","0068",PI,IBI,"2",S,S,ZC,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"12",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","146","137",AV NOVA INDEPENDENCIA,"115","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,SUL-SUDESTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13276","085449147800000069","085","449","147800","00","0069",PI,IBI,"1",S,S,ZC,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"12",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","175","137",AV NOVA INDEPENDENCIA,"119","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,SUL-SUDESTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13277","083223145793000174","083","223","145793","00","0174",PI,PIN,"3",S,S,ZOE,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"12",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","7308","5276",R NICOLAU GAGLIARDI,"401","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,SUL-SUDESTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13278","083223145793000173","083","223","145793","00","0173",PI,PIN,"1",S,S,ZOE,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"12",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","533","734",R NICOLAU GAGLIARDI,"421","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,SUL-SUDESTE,TERCEIRO QUADRIMESTRE,"2020","0",,
"13279","089138045969040000","089","138","045969","04","0000",JA,JAB,"2",S,S,ZC,"0",,,"0","0",S,QA,"6",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","2000",AV STA CATARINA,"1555","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,SUL-SUDESTE,TERCEIRO QUADRIMESTRE,"2020","1",,
"13280","121098150452020000","121","098","150452","02","0000",SA,CGR,"1",S,S,ZC,"0",,,"0","0",S,QA,"7",,,"0","0",MA,"2",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","746",R ORESTES BARBOSA,"70","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,SUL-SUDESTE,TERCEIRO QUADRIMESTRE,"2020","1",,
"13281","120034056065050000","120","034","056065","05","0000",AD,CAD,"2",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"15",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","3323",AV CUPECE,"1846","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,SUL-SUDESTE,TERCEIRO QUADRIMESTRE,"2020","1",,
"13282","035033138606030000","035","033","138606","03","0000",SE,CMB,"1",S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","536",R MESQUITA,"239","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,CENTRO,TERCEIRO QUADRIMESTRE,"2020","1",,
"13283","034007108073010000","034","007","108073","01","0000",SE,CMB,"2",S,S,ZEIS-3,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"10",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","3080",R JOSE BENTO,"480","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,CENTRO,TERCEIRO QUADRIMESTRE,"2020","1",,
"13284","018022002836030000","018","022","002836","03","0000",SE,BRE,"1",S,S,ZEM,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","4192",R AFONSO PENA,"580","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,CENTRO,TERCEIRO QUADRIMESTRE,"2020","1",,
"13285","018022002836020000","018","022","002836","02","0000",SE,BRE,"2",S,S,ZEM,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"9",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","4192",R AFONSO PENA,"560","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,CENTRO,TERCEIRO QUADRIMESTRE,"2020","1",,
"13286","094223083682010000","094","223","083682","01","0000",MB,JDS,"3",S,S,ZEIS-1,"0",,,"0","0",S,QA,"9",,,"0","0",MA,"3",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","47029",AV GUARAPIRANGA,"2616","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,SUL-SUDESTE,TERCEIRO QUADRIMESTRE,"2020","1",,
"13287","120034056065040000","120","034","056065","04","0000",AD,CAD,"3",S,S,ZEU,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"15",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","2585",AV CUPECE,"1808","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,SUL-SUDESTE,TERCEIRO QUADRIMESTRE,"2020","1",,
"13288","038075085120010000","038","075","085120","01","0000",VM,VMN,E,S,S,ZM,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"1",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","4355",R PAULA NEY,"693","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,SUL-SUDESTE,TERCEIRO QUADRIMESTRE,"2020","1",,
"13289","043037003310040000","043","037","003310","04","0000",IP,IPI,"1",S,S,ZM,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"10",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","720",R AGOSTINHO GOMES,"2702","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,SUL-SUDESTE,TERCEIRO QUADRIMESTRE,"2020","1",,
"13290","005034073296100000","005","034","073296","10","0000",SE,REP,"1",S,S,ZC,"0",,,"0","0",S,QA,"1",,,"0","0",MA,"18",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","0","430",R FRANCISCA MIQUELINA,"343","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,CENTRO,TERCEIRO QUADRIMESTRE,"2020","1",,
"13291","121103042641000156","121","103","042641","00","0156",SA,CGR,"1",S,S,ZC,"0",,,"0","0",S,QA,"4",,,"0","0",MA,"13",,L,"16050","2014",,"0",,,"0","0",,"0",,,"0","0",,"0",,,"0","0","145","109",R CARIDA,"165","1","0","0",,U,,,,,SAO PAULO,SAO PAULO,,SUL-SUDESTE,TERCEIRO QUADRIMESTRE,"2020","0",,
